temperature_c,humidity_%,wind_speed_kmph,pressure_hPa,cloud_cover_%,rainfall_last_24h_mm,soil_moisture_%,heavy_rain
25.618101782710436,52.58408605843039,6.757402522886582,989.3548814815713,80.6610556743218,103.81635702724361,76.9550978809636,0
34.260714596148745,76.5677315784074,11.143613561278345,981.1939491743219,21.96695331670412,95.8363755259462,61.625585162130484,0
30.979909127171076,77.03175608050532,7.080419371069873,988.1645945790409,21.76988412231978,5.1284131612871375,34.72759859514449,0
28.979877262955547,81.87149507491033,3.5481013502822245,1006.2368702436362,45.8888175319633,68.24956552523128,30.757490690135867,0
22.34027960663655,86.30456668613309,4.825434844024032,998.9641047766625,59.091455232373264,76.03912375717141,34.479226082209465,0
22.33991780504304,98.79260397312673,18.43115072130903,1020.1702269984638,81.63259342462345,79.7645561793801,64.22574718268274,0
20.871254182522993,75.81501741505977,8.2533487362317,1016.7849602782298,74.66363012852042,116.03447384546645,56.29594277492901,0
32.992642186624025,66.1478236470623,14.570794441923018,995.3817808264045,55.67221651013987,106.72050934537569,22.963689750722757,0
29.01672517614813,89.75930973843518,20.136690834194276,991.6740545044081,41.89013330253327,121.58101855868892,22.187653473385904,0
30.621088666940683,63.54161256310371,27.615793145174614,997.086158367527,99.76996001261689,152.97665230842566,16.88769547993781,0
20.308767414437035,71.9485710352818,1.5724855936439575,1006.5632724131664,54.094504178877834,162.5971477432187,56.22119037909367,0
34.54864778242992,53.922819067113295,31.976415956361706,992.0628638370295,56.11096194637404,143.62461524529888,63.50608635552152,0
32.48663961200633,51.267537170772876,25.11601557963631,1008.086700853211,33.089905695333535,191.10473919098695,28.55324998275028,0
23.185086660174143,98.13242073389625,3.2703612779548763,998.4235243486058,83.58476389999436,3.646516535272326,11.466147272163896,0
22.727374508106507,91.79900602561028,34.94314496427109,1004.8421231383392,75.49457806251908,39.15559713670922,15.752016723349914,0
22.751067647801506,84.7987103046849,36.83489602127253,999.6256938110893,37.66156902310083,1.512574995628424,77.75020243915213,0
24.563633644393065,70.44764722071349,2.44311839419455,993.2509591793863,26.590483649267416,129.4949428309206,30.68113442341942,0
27.871346474483566,58.66471600354229,11.075105925888149,1022.6803988132971,74.43994416597704,179.6061097899974,63.84562034866935,0
26.479175279631736,57.8218521335543,32.24805119172245,1014.3622607371892,72.36089714249081,48.69645931525986,53.72644981979846,0
24.368437102970628,62.512144908229764,29.930387615346334,986.3050929094903,41.86076215985675,185.40690895926133,36.73577477570271,0
29.17779342083569,77.46133323530603,7.380840774255093,1019.0810589154061,96.06908498003283,12.05347805791217,24.39810835368886,0
22.092407909780626,85.72979613500311,8.373972933468412,1001.9344039212281,32.08463134247202,186.88720536110287,18.49704927115845,0
24.382169728028273,83.00986883588656,14.81888411165528,1020.254850210234,54.586784083408155,70.32453744792689,53.05090776272066,0
25.495427649405375,63.99669484729714,19.380919407640853,1015.9934865176292,95.4892736134079,20.284165689843302,64.22436464464516,0
